Transaction_ID,Date,Customer_Name,Product,Total_Items,Total_Cost,Payment_Method,City,Store_Type,Discount_Applied,Customer_Category,Season,Promotion
1000309023,2021-12-16 12:42:20,Brad Greer,"['Dustpan', 'Deodorant', 'Milk', 'Jam']",9,6.16,Credit Card,Los Angeles,Warehouse Club,False,Middle-Aged,Spring,BOGO (Buy One Get One)
1000347381,2020-11-05 01:51:11,William Nixon,"['Power Strips', 'Diapers', 'Tuna']",8,99.54,Mobile Payment,Atlanta,Department Store,False,Young Adult,Fall,BOGO (Buy One Get One)
1000310804,2021-05-27 18:48:48,Tina Romero,['Shrimp'],4,25.55,Credit Card,New York,Specialty Store,True,Young Adult,Spring,BOGO (Buy One Get One)
1000837523,2021-10-11 09:24:22,Katrina Contreras,['Mayonnaise'],10,44.86,Mobile Payment,Miami,Pharmacy,True,Professional,Winter,BOGO (Buy One Get One)
1000268240,2023-01-15 11:27:45,Brenda Wheeler,"['Jam', 'Lawn Mower', 'Sponges']",8,69.98,Mobile Payment,Dallas,Pharmacy,True,Professional,Spring,Discount on Selected Items
1000366137,2021-04-29 22:37:18,Elizabeth Anderson,"['Bath Towels', 'Cleaning Spray']",4,16.3,Debit Card,New York,Department Store,False,Homemaker,Spring,BOGO (Buy One Get One)
1000449596,2020-10-25 04:40:02,Michelle Hill,"['Rice', 'Coffee', 'Cheese', 'Orange', 'Vinegar']",9,5.3,Debit Card,Boston,Specialty Store,False,Retiree,Fall,Discount on Selected Items
1000586917,2021-09-02 12:33:57,Gerald Phillips,"['Mop', 'Toothpaste']",3,16.87,Cash,Dallas,Warehouse Club,False,Teenager,Spring,BOGO (Buy One Get One)
1000980753,2022-04-14 07:12:28,Jessica Sweeney,"['Tea', 'Trash Bags']",1,16.49,Mobile Payment,Seattle,Pharmacy,False,Student,Spring,
1000051662,2022-11-30 05:09:47,Darryl Brown,"['Mayonnaise', 'Tissues']",5,58.38,Cash,Los Angeles,Specialty Store,False,Homemaker,Winter,Discount on Selected Items
1000892873,2024-03-29 21:29:38,Brandy Jones,"['Shower Gel', 'Plant Fertilizer', 'Mop']",6,43.74,Credit Card,Seattle,Supermarket,True,Student,Winter,BOGO (Buy One Get One)
1000576798,2023-06-17 11:47:02,Vincent Jimenez,"['Air Freshener', 'Ice Cream', 'Ketchup', 'Soda']",2,61.4,Mobile Payment,Atlanta,Specialty Store,True,Professional,Fall,
1000480866,2021-03-03 20:36:46,Robert Valdez,['Dustpan'],6,65.64,Debit Card,Chicago,Convenience Store,True,Young Adult,Fall,BOGO (Buy One Get One)
1000550670,2022-10-14 06:08:00,Bryan Johnson,"['Trash Bags', 'Tea', 'Shampoo']",8,60.18,Credit Card,Chicago,Convenience Store,True,Teenager,Fall,BOGO (Buy One Get One)
1000584291,2020-12-04 18:16:34,Christopher Gonzalez,"['Onions', 'Shaving Cream', 'Apple', 'Laundry Detergent', 'Pasta']",4,15.12,Mobile Payment,Miami,Convenience Store,False,Young Adult,Summer,BOGO (Buy One Get One)
1000362131,2020-08-24 19:39:31,Ruth Wilson,"['Hand Sanitizer', 'Rice']",9,92.66,Debit Card,Houston,Pharmacy,True,Homemaker,Spring,
1000033319,2021-06-15 23:16:52,Barbara Miller,"['Dustpan', 'Trash Bags', 'Sponges']",4,30.56,Cash,Miami,Department Store,False,Homemaker,Spring,
1000215537,2021-07-15 04:21:51,Anna Stanton,"['Diapers', 'Insect Repellent', 'Pickles', 'Milk']",4,30.14,Mobile Payment,Los Angeles,Warehouse Club,False,Young Adult,Fall,
1000126314,2021-12-12 01:15:49,Cindy Lewis,"['Dustpan', 'Salmon', 'Salmon', 'Paper Towels', 'Pickles']",3,15.75,Mobile Payment,New York,Specialty Store,True,Professional,Summer,Discount on Selected Items
1000460373,2023-12-12 08:04:20,Taylor Santos,"['Cleaning Spray', 'Ice Cream']",5,65.79,Mobile Payment,San Francisco,Department Store,False,Senior Citizen,Fall,BOGO (Buy One Get One)
1000489379,2021-05-17 23:32:34,Ronald Santiago,"['Trash Bags', 'Pickles', 'Chips']",1,36.39,Credit Card,San Francisco,Pharmacy,True,Student,Winter,BOGO (Buy One Get One)
1000063224,2023-05-26 15:08:52,Barbara Small,"['Mop', 'Milk', 'Razors', 'Orange']",1,10.15,Cash,San Francisco,Supermarket,False,Retiree,Spring,Discount on Selected Items
1000965339,2024-02-09 20:02:46,Ann Gillespie,['Beef'],7,12.44,Cash,Miami,Warehouse Club,False,Teenager,Fall,Discount on Selected Items
1000779635,2021-07-24 16:43:30,Brian Gibson,"['Dishware', 'Ironing Board', 'Ironing Board', 'Soda', 'Bath Towels']",1,79.01,Mobile Payment,Houston,Supermarket,True,Professional,Spring,Discount on Selected Items
1000695825,2024-02-07 06:52:27,Kelly Pearson,['Plant Fertilizer'],2,26.74,Credit Card,Atlanta,Pharmacy,False,Young Adult,Summer,BOGO (Buy One Get One)
1000561880,2024-03-15 10:20:36,Logan Oneal,"['Toilet Paper', 'Orange', 'Pickles']",5,81.94,Credit Card,New York,Warehouse Club,False,Professional,Fall,
1000279994,2023-11-20 10:29:41,Katrina Friedman,"['Pasta', 'Vacuum Cleaner', 'Shaving Cream', 'Trash Cans']",4,27.78,Debit Card,Dallas,Specialty Store,False,Professional,Summer,BOGO (Buy One Get One)
1000876144,2024-02-08 10:25:05,Gloria Chavez,"['Honey', 'Power Strips', 'Salmon', 'Beef']",7,66.98,Debit Card,Miami,Convenience Store,False,Homemaker,Fall,Discount on Selected Items
1000571749,2023-03-10 05:45:27,Brandi Anderson,['Mayonnaise'],2,59.64,Mobile Payment,San Francisco,Specialty Store,True,Young Adult,Winter,Discount on Selected Items
1000435458,2022-07-08 23:31:03,Kari Peters,['Toothpaste'],3,62.39,Debit Card,Miami,Pharmacy,False,Senior Citizen,Winter,BOGO (Buy One Get One)
1000256147,2023-12-04 04:41:59,Laura Taylor,"['Mop', 'Tomatoes']",3,13.99,Credit Card,New York,Pharmacy,True,Retiree,Spring,Discount on Selected Items
1000527943,2023-10-18 11:47:38,Anna Barnes,"['Canned Soup', 'Pancake Mix', 'Soap', 'Toothpaste']",8,67.89,Mobile Payment,Miami,Supermarket,True,Teenager,Fall,Discount on Selected Items
1000330301,2023-03-31 23:55:18,Anita Brown,"['Hair Gel', 'Insect Repellent', 'Vinegar']",8,67.91,Credit Card,Chicago,Pharmacy,False,Senior Citizen,Fall,BOGO (Buy One Get One)
1000872559,2021-01-09 18:40:09,Gregory Garcia,"['Rice', 'Plant Fertilizer', 'Chips', 'Mustard', 'Bread']",4,83.2,Debit Card,New York,Pharmacy,True,Professional,Winter,BOGO (Buy One Get One)
1000069254,2021-08-27 17:40:57,Dr. Veronica Peterson MD,['Razors'],3,32.27,Mobile Payment,Dallas,Convenience Store,True,Student,Winter,BOGO (Buy One Get One)
1000678875,2024-02-02 08:47:45,Miranda Pacheco,['Banana'],3,29.65,Debit Card,Atlanta,Convenience Store,True,Young Adult,Spring,Discount on Selected Items
1000275405,2024-02-17 07:33:18,Robert Johnson,['Ice Cream'],1,82.49,Mobile Payment,Chicago,Department Store,False,Young Adult,Fall,Discount on Selected Items
1000943251,2020-02-27 15:09:52,Brianna Greene,"['Cleaning Rags', 'Eggs']",9,13.03,Cash,New York,Specialty Store,True,Young Adult,Summer,Discount on Selected Items
1000587305,2020-03-02 10:59:22,Carrie Barajas,"['Dustpan', 'Orange', 'Extension Cords', 'Cereal']",9,44.47,Credit Card,Atlanta,Supermarket,True,Senior Citizen,Spring,Discount on Selected Items
1000889145,2021-09-01 20:56:34,Mackenzie Holland,"['Trash Bags', 'Salmon']",6,86.44,Credit Card,Atlanta,Supermarket,False,Homemaker,Summer,BOGO (Buy One Get One)
1000379066,2024-04-15 03:15:19,Paul Hickman,"['Air Freshener', 'Extension Cords', 'Jam']",10,59.77,Mobile Payment,San Francisco,Convenience Store,True,Retiree,Winter,Discount on Selected Items
1000115771,2022-10-13 05:29:41,Tanya Benton,"['Mop', 'Rice', 'Coffee', 'Salmon']",2,60.75,Credit Card,San Francisco,Department Store,False,Senior Citizen,Fall,Discount on Selected Items
1000517431,2021-11-07 03:34:03,Jennifer Green,"['Trash Cans', 'Chicken', 'Mayonnaise', 'Carrots', 'Ice Cream']",1,7.29,Cash,New York,Supermarket,True,Young Adult,Summer,
1000265973,2023-07-13 17:47:53,Kimberly Adams,"['BBQ Sauce', 'Salmon']",6,18.64,Mobile Payment,Dallas,Specialty Store,False,Student,Winter,
1000675594,2022-09-08 16:09:33,Jeffrey Vincent,"['Vacuum Cleaner', 'Dustpan', 'Beef', 'Cleaning Spray']",5,75.72,Debit Card,Chicago,Department Store,False,Student,Spring,Discount on Selected Items
1000400807,2022-06-04 07:28:14,Leslie Ramirez,['Apple'],5,82.55,Debit Card,Seattle,Supermarket,False,Middle-Aged,Fall,Discount on Selected Items
1000565510,2023-05-28 00:19:25,Megan Miller,"['Feminine Hygiene Products', 'Chips']",4,89.19,Cash,Dallas,Department Store,True,Retiree,Winter,Discount on Selected Items
1000100075,2020-05-06 17:39:39,Sharon Baker,['Chicken'],9,36.75,Mobile Payment,San Francisco,Supermarket,True,Retiree,Spring,
1000701082,2020-06-16 02:51:19,Patricia Aguilar,"['Spinach', 'Vacuum Cleaner', 'Ketchup', 'Lawn Mower', 'Plant Fertilizer']",1,53.68,Credit Card,Seattle,Department Store,True,Senior Citizen,Winter,BOGO (Buy One Get One)
1000103660,2022-04-24 13:45:16,Harold Spencer,"['Ketchup', 'Laundry Detergent', 'Salmon']",7,52.15,Cash,San Francisco,Warehouse Club,False,Retiree,Winter,BOGO (Buy One Get One)
1000172271,2022-10-24 18:39:33,Jesus Munoz,['Hair Gel'],9,68.41,Debit Card,New York,Specialty Store,False,Middle-Aged,Winter,BOGO (Buy One Get One)
1000331227,2021-07-15 10:50:02,Kimberly Shaw,['Ironing Board'],4,57.43,Credit Card,Atlanta,Specialty Store,False,Teenager,Winter,BOGO (Buy One Get One)
1000259149,2021-11-16 18:05:09,Alexander Sanchez,"['Soda', 'Shampoo']",3,95.67,Debit Card,Dallas,Supermarket,True,Professional,Spring,
1000938626,2022-01-08 19:49:04,Tara Miller,['Plant Fertilizer'],4,71.75,Cash,Houston,Specialty Store,True,Homemaker,Summer,BOGO (Buy One Get One)
1000606357,2024-02-12 01:09:36,Edward Gates,"['Hair Gel', 'Toothbrush', 'Cleaning Rags']",4,45.6,Debit Card,Houston,Warehouse Club,False,Teenager,Summer,BOGO (Buy One Get One)
1000990306,2021-03-07 00:29:46,Deanna Baker,"['Mustard', 'Cleaning Spray']",9,35.11,Cash,Boston,Warehouse Club,True,Senior Citizen,Summer,BOGO (Buy One Get One)
1000829829,2023-01-02 01:04:43,Michael Hansen,"['Chips', 'Soap']",4,96.5,Credit Card,Boston,Warehouse Club,False,Homemaker,Summer,
1000875277,2022-04-13 21:21:08,Jessica Molina,"['Broom', 'BBQ Sauce']",6,10.33,Mobile Payment,New York,Specialty Store,True,Young Adult,Spring,BOGO (Buy One Get One)
1000256729,2020-07-11 05:30:33,Maureen Robbins,['Hair Gel'],8,26.75,Credit Card,Boston,Department Store,False,Young Adult,Summer,BOGO (Buy One Get One)
1000246895,2021-01-03 06:33:32,Ryan Rivera,['Shaving Cream'],2,12.82,Mobile Payment,New York,Convenience Store,True,Senior Citizen,Winter,BOGO (Buy One Get One)
1000040810,2023-09-11 04:14:51,Alexandria Nunez,"['Feminine Hygiene Products', 'Shaving Cream']",10,50.73,Cash,Houston,Department Store,True,Young Adult,Summer,Discount on Selected Items
1000314674,2024-04-28 19:19:13,Bryan Spencer,"['Banana', 'Tomatoes', 'Iron', 'Shrimp', 'Banana']",7,35.38,Mobile Payment,Houston,Specialty Store,True,Retiree,Fall,
